  -7.9800   14.9854 0.258702 0.483  -12.0
 -51.4541    9.5666 0.038350 0.371 -107.9
   2.2479   21.4603 0.631481 0.194  -52.6
 -26.9740   30.9092 0.846136 0.305 -151.9
  -6.3415   18.5926 0.313588 0.256  -36.0
 -49.9618   11.7079 0.042403 0.187  -53.1
 -21.0027   13.9813 0.022513 0.176  -31.2
 -45.7078   19.2406 0.069740 0.428   -8.3
   8.6861   13.3193 0.016776 0.099  -72.8
  22.2403   22.0345 0.119498 0.247   -2.8
 -43.1995   37.8400 0.617789 0.725  -76.0
  41.5126   13.8046 0.005107 0.295 -118.0
  22.1307   12.1111 0.004354 0.429  -94.1
  43.6029   15.3720 0.010561 0.098  -54.7
 -34.7379   15.0944 0.013979 0.139  -84.9
   5.0875   15.0624 0.009427 0.063  -56.8
   2.8133   20.1290 0.261818 0.178  -65.2
  -3.9909   25.0200 0.191549 0.558 -123.2
  14.6592   22.7070 0.131984 0.485  -46.7
   5.2966   23.0681 0.026632 0.449  -33.8
  52.9805   18.9922 0.010691 0.262  -56.9
   0.3229   20.5614 0.013098 0.130 -171.3
  50.0856   20.1812 0.010492 0.281 -104.2
  19.3772   21.0550 0.005479 0.018  -25.4
   3.4947   26.5097 0.104887 0.535  -39.6
  17.8160   28.9292 0.094076 0.498 -125.8
  45.3462   35.2955 0.198902 0.034  -75.3
  -4.8275   26.0449 0.008957 0.338  -35.3
 -24.1428   33.8497 0.045011 0.346 -176.5
  16.0142   33.9552 0.238035 0.413 -119.9
   5.3883   30.5482 0.019728 0.043  -51.9
 -13.1412   33.4854 0.185370 0.256  -59.0
  -9.6568   37.4407 0.321544 0.265  -98.9
   2.4729   45.7020 0.309742 0.732 -148.3
 -21.9095   35.6094 0.036184 0.420 -145.2
 -25.2431   35.2019 0.099165 0.236  -89.7
   3.4705   33.7309 0.010155 0.026  -43.0
 -26.7011   40.0493 0.186862 0.089 -101.3
 -10.5909   38.6683 0.095887 0.171  -71.4
  24.1068   38.7943 0.037914 0.060  -30.3
 -61.5455   36.2635 0.006021 0.039  -92.8
  -9.5449   46.2406 0.283400 0.222 -169.3
 -29.1806   41.5894 0.102386 0.346  -45.7
 -31.5004   42.2161 0.030431 0.047 -149.8
 -39.2986   43.9956 0.119102 0.402 -130.4
 -44.1784   38.1308 0.012929 0.490  -62.4
  49.4936   49.6469 0.318831 0.230 -175.9
 -42.1931   38.0257 0.004294 0.294 -104.9
  46.7385   43.4966 0.024710 0.036  -30.2
  40.6410   53.7635 0.088024 0.646 -164.1
  24.1049   47.3029 0.075468 0.166  -56.3
  39.5235   50.1350 0.078886 0.177  -51.0
  22.5487   47.3569 0.028917 0.526  -68.3
  40.6656   46.7370 0.012151 0.366  -43.7
  -6.3229   54.8438 0.182037 0.600 -162.4
  38.4299   51.3497 0.087458 0.352 -154.0
 -19.9905   53.7336 0.126497 0.335   -3.5
   7.4337   56.0221 0.141579 0.138  -45.3
 -59.9961   55.4281 0.231015 0.607  -60.6
 -22.2947   57.1032 0.335552 0.243  -54.4
  38.5623   52.3976 0.023292 0.095 -135.3
 -11.5460   52.5604 0.008361 0.105   -5.9
 -56.8035   55.0094 0.057412 0.208 -117.9
 -72.7693   65.2666 0.540555 0.335 -124.8
  36.3572   59.7730 0.458733 0.428  -93.1
   3.5658   59.4331 0.113084 0.524  -93.5
  22.8954   57.6266 0.013186 0.051  -15.3
 -12.9435   63.1541 0.099908 0.471 -169.0
 -39.2528   56.8159 0.010609 0.028 -106.6
  -5.9907   63.6566 0.082604 0.450   -1.5
 -28.8483   71.4110 0.165607 0.394 -162.0
 -21.4739   62.1724 0.012877 0.213  -31.2
  47.3570   65.6532 0.077254 0.333 -142.3
 -73.3791   64.5462 0.035296 0.567 -135.6
 -23.3670   65.3011 0.006499 0.251   -1.9
  23.7280   68.1170 0.039602 0.285  -70.3
  28.3041   74.7356 0.087096 0.100 -116.2
 -35.7930   75.7429 0.062213 0.399 -148.7
  39.3114   80.3164 0.098855 0.410 -139.8
  26.6027   76.9352 0.032779 0.294 -171.8
  35.8830   77.9119 0.038156 0.559 -135.8
 -25.6474   77.6747 0.011967 0.283 -166.6
  34.0724   78.1783 0.027532 0.146  -82.1
  34.2542   83.3990 0.366674 0.684 -113.5
  44.1404   82.2463 0.027769 0.238 -118.1
